,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
80,Faanui,PF,-16.4833,-151.75,81.3,75,90,20.36,overcast clouds
81,Simpang,ID,-1.2667,104.0833,88.38,58,100,8.19,overcast clouds
82,Sao Filipe,CV,14.8961,-24.4956,71.58,76,9,3.22,clear sky
83,Kavaratti,IN,10.5669,72.642,78.01,67,11,7.85,few clouds
84,Punta Arenas,CL,-53.15,-70.9167,53.71,82,75,8.05,broken clouds
85,New Norfolk,AU,-42.7826,147.0587,80.65,28,0,4.0,clear sky
86,Hobart,AU,-42.8794,147.3294,81.01,43,20,9.22,few clouds
87,Souillac,MU,-20.5167,57.5167,81.36,75,100,10.87,overcast clouds
88,Bealanana,MG,-14.55,48.7333,71.49,64,39,2.06,scattered clouds
89,Kahului,US,20.8947,-156.47,75.22,63,0,20.71,clear sky
90,Rikitea,PF,-23.1203,-134.9692,78.98,72,10,17.98,clear sky
91,Grand-Lahou,CI,5.1367,-5.0242,78.13,86,54,3.15,broken clouds
92,San Policarpo,PH,12.1791,125.5072,80.71,80,70,17.31,broken clouds
93,Rocha,UY,-34.4833,-54.3333,62.87,78,90,14.43,overcast clouds
94,New Norfolk,AU,-42.7826,147.0587,80.65,28,0,4.0,clear sky
95,Ahuimanu,US,21.4447,-157.8378,76.75,71,20,3.0,few clouds
96,Tuktoyaktuk,CA,69.4541,-133.0374,-31.0,75,75,12.66,mist
97,Kushima,JP,31.4583,131.2333,49.51,39,98,3.6,overcast clouds
98,Airai,TL,-8.9266,125.4092,71.83,74,57,2.55,broken clouds
99,Yeppoon,AU,-23.1333,150.7333,83.98,61,2,17.4,clear sky
100,Rikitea,PF,-23.1203,-134.9692,78.98,72,10,17.98,clear sky
101,Bluff,NZ,-46.6,168.3333,59.81,68,0,14.41,clear sky
102,Vinhedo,BR,-23.0297,-46.9753,72.64,88,100,3.44,overcast clouds
103,Alvinopolis,BR,-20.1067,-43.0489,66.87,97,99,1.79,overcast clouds
104,Bluff,NZ,-46.6,168.3333,59.81,68,0,14.41,clear sky
105,Imbituba,BR,-28.24,-48.6703,75.09,81,60,5.57,broken clouds
106,Ushuaia,AR,-54.8,-68.3,60.46,72,40,11.5,scattered clouds
107,Nome,US,64.5011,-165.4064,-9.33,64,0,12.66,clear sky
108,George Town,MY,5.4112,100.3354,88.9,74,20,3.0,few clouds
109,Butaritari,KI,3.0707,172.7902,81.79,76,58,15.86,light rain
110,Arman,RU,59.7,150.1667,14.02,79,79,6.04,broken clouds
111,Auki,SB,-8.7676,160.7034,83.52,80,100,10.8,overcast clouds
112,Carnarvon,AU,-24.8667,113.6333,80.67,36,5,23.02,clear sky
113,Barrow,US,71.2906,-156.7887,-27.38,68,0,12.66,clear sky
114,Dhidhdhoo,MV,6.8833,73.1,80.46,70,16,10.07,few clouds
115,Chicama,PE,-7.8447,-79.1469,71.22,75,99,4.83,overcast clouds
116,Jamestown,US,42.097,-79.2353,28.71,45,0,8.05,clear sky
117,Ahipara,NZ,-35.1667,173.1667,75.24,96,98,6.33,overcast clouds
118,Punta Arenas,CL,-53.15,-70.9167,53.71,82,75,8.05,broken clouds
119,Atagay,RU,55.1033,99.3875,24.1,81,100,2.37,overcast clouds
120,Thompson,CA,55.7435,-97.8558,-5.64,77,75,4.61,broken clouds
121,Puerto Ayora,EC,-0.7393,-90.3518,73.54,94,21,7.36,few clouds
122,Lorengau,PG,-2.0226,147.2712,84.38,72,98,7.45,overcast clouds
123,Dok Kham Tai,TH,19.1624,99.9934,78.98,42,52,3.04,broken clouds
124,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,94,75,15.64,broken clouds
125,Mataura,NZ,-46.1927,168.8643,59.49,45,5,5.14,clear sky
126,Basco,PH,20.4487,121.9702,73.47,76,100,23.0,overcast clouds
127,Bengkulu,ID,-3.8004,102.2655,84.24,63,95,12.01,heavy intensity rain
128,Tuktoyaktuk,CA,69.4541,-133.0374,-31.0,75,75,12.66,mist
129,Port-Cartier,CA,50.0334,-66.8654,3.74,96,100,2.8,light snow
130,San Lorenzo,PY,-25.3333,-57.5333,68.94,68,0,8.01,clear sky
131,Fairbanks,US,64.8378,-147.7164,-5.91,77,75,0.0,broken clouds
132,Belyy Yar,RU,53.6039,91.3903,3.09,85,100,2.24,mist
133,Mataura,NZ,-46.1927,168.8643,59.49,45,5,5.14,clear sky
134,Bluff,NZ,-46.6,168.3333,59.81,68,0,14.41,clear sky
135,Tres Passos,BR,-27.4556,-53.9319,56.91,62,0,2.3,clear sky
136,Severo-Kurilsk,RU,50.6789,156.125,31.01,81,100,9.55,overcast clouds
137,Ushuaia,AR,-54.8,-68.3,60.46,72,40,11.5,scattered clouds
138,Bredasdorp,ZA,-34.5322,20.0403,66.27,88,11,5.75,few clouds
139,Ushuaia,AR,-54.8,-68.3,60.46,72,40,11.5,scattered clouds
140,Kavieng,PG,-2.5744,150.7967,83.89,69,72,2.04,broken clouds
141,Dzilam Gonzalez,MX,21.2833,-88.9333,67.86,90,0,4.29,clear sky
142,East London,ZA,-33.0153,27.9116,68.94,100,0,3.44,clear sky
143,Namatanai,PG,-3.6667,152.4333,85.01,70,100,7.92,overcast clouds
144,Peresichna,UA,50.0241,35.9826,32.25,95,55,10.8,broken clouds
145,Ati,TD,13.2154,18.3353,60.31,17,1,10.94,clear sky
146,Constantine,DZ,36.365,6.6147,35.01,100,40,0.0,fog
147,Tasiilaq,GL,65.6145,-37.6368,16.7,57,100,63.1,light snow
148,Shache,CN,38.4167,77.2406,31.1,46,100,2.46,overcast clouds
149,Busselton,AU,-33.65,115.3333,68.09,42,49,20.54,scattered clouds
150,Chokurdakh,RU,70.6333,147.9167,-41.58,99,85,3.22,overcast clouds
151,Butaritari,KI,3.0707,172.7902,81.79,76,58,15.86,light rain
152,Butaritari,KI,3.0707,172.7902,81.79,76,58,15.86,light rain
153,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,74,75,15.66,light snow
154,Waingapu,ID,-9.6567,120.2641,88.21,61,19,13.24,few clouds
155,Vaini,TO,-21.2,-175.2,75.36,100,100,11.5,light rain
156,Cape Town,ZA,-33.9258,18.4232,65.26,88,75,1.99,broken clouds
157,Busselton,AU,-33.65,115.3333,68.09,42,49,20.54,scattered clouds
158,Zeya,RU,53.75,127.2667,6.91,63,46,2.33,scattered clouds
159,Tiksi,RU,71.6872,128.8694,-18.04,98,100,6.93,overcast clouds
160,Port Hedland,AU,-20.3167,118.5667,82.45,83,100,12.66,moderate rain
161,Santa Maria,BR,-29.6842,-53.8069,59.14,71,0,1.48,clear sky
162,Maragogi,BR,-9.0122,-35.2225,79.18,71,68,3.87,broken clouds
163,Salmas,IR,38.1973,44.7653,20.39,75,26,4.18,scattered clouds
164,Balkhash,KZ,46.844,74.9804,18.21,93,75,4.47,broken clouds
165,Port Elizabeth,ZA,-33.918,25.5701,66.49,88,0,2.3,clear sky
166,Sajoszoged,HU,47.95,21.0,39.33,88,98,9.53,overcast clouds
167,Albany,US,42.6001,-73.9662,19.81,79,14,2.62,few clouds
168,Hermanus,ZA,-34.4187,19.2345,66.79,92,59,2.24,broken clouds
169,New Norfolk,AU,-42.7826,147.0587,80.65,28,0,4.0,clear sky
170,Mataura,NZ,-46.1927,168.8643,59.49,45,5,5.14,clear sky
171,Iqaluit,CA,63.7506,-68.5145,-38.47,67,40,4.61,scattered clouds
172,Castro,BR,-24.7911,-50.0119,60.13,89,6,2.08,clear sky
173,Alihe,CN,50.5667,123.7167,15.51,57,84,3.58,broken clouds
174,Lagoa,PT,39.05,-27.9833,59.49,83,6,16.51,clear sky
175,Busselton,AU,-33.65,115.3333,68.09,42,49,20.54,scattered clouds
176,Hermanus,ZA,-34.4187,19.2345,66.79,92,59,2.24,broken clouds
177,Marsh Harbour,BS,26.5412,-77.0636,73.6,70,23,12.97,few clouds
178,Bluff,NZ,-46.6,168.3333,59.81,68,0,14.41,clear sky
179,East London,ZA,-33.0153,27.9116,68.94,100,0,3.44,clear sky
180,Jamestown,US,42.097,-79.2353,28.71,45,0,8.05,clear sky
181,Rock Sound,BS,24.9,-76.2,74.52,62,4,12.37,clear sky
182,Harindanga,IN,22.0383,88.3214,67.98,43,93,3.36,overcast clouds
183,Saurimo,AO,-9.6608,20.3916,62.46,94,100,3.36,overcast clouds
184,Shancheng,CN,34.7953,116.0817,41.86,32,100,3.67,light rain
185,Kompaniyivka,UA,48.2511,32.208,32.16,88,78,13.18,broken clouds
186,Yellowknife,CA,62.456,-114.3525,-4.72,90,0,0.0,clear sky
187,Khuldabad,IN,20.05,75.1833,74.32,22,21,4.52,few clouds
188,Vilhena,BR,-12.7406,-60.1458,68.25,98,100,2.75,overcast clouds
189,Tiksi,RU,71.6872,128.8694,-18.04,98,100,6.93,overcast clouds
190,Port Blair,IN,11.6667,92.75,82.44,78,40,12.66,scattered clouds
191,Mataura,NZ,-46.1927,168.8643,59.49,45,5,5.14,clear sky
192,Vaini,TO,-21.2,-175.2,75.36,100,100,11.5,light rain
193,Rebrikha,RU,53.0733,82.3408,13.37,83,55,2.59,broken clouds
194,Pevek,RU,69.7008,170.3133,-24.29,99,22,1.68,few clouds
195,Busselton,AU,-33.65,115.3333,68.09,42,49,20.54,scattered clouds
196,Samarkand,UZ,39.6542,66.9597,35.02,75,75,4.61,broken clouds
197,Juneau,US,58.3019,-134.4197,41.85,96,100,5.99,mist
198,Belaya Gora,RU,68.5333,146.4167,-40.29,99,96,1.97,overcast clouds
199,Atuona,PF,-9.8,-139.0333,78.85,78,42,18.12,scattered clouds
200,San Quintin,MX,30.4833,-115.95,57.34,47,0,1.63,clear sky
201,Ponta Do Sol,PT,32.6667,-17.1,63.23,68,10,9.8,clear sky
202,Ushuaia,AR,-54.8,-68.3,60.46,72,40,11.5,scattered clouds
203,Port Alfred,ZA,-33.5906,26.891,76.55,70,56,1.61,broken clouds
204,Lorengau,PG,-2.0226,147.2712,84.38,72,98,7.45,overcast clouds
205,Surat,IN,21.1667,72.8333,73.38,64,2,6.91,haze
206,Bethel,US,41.3712,-73.414,28.71,84,75,0.0,broken clouds
207,Avarua,CK,-21.2078,-159.775,78.85,83,40,11.5,scattered clouds
208,Tagab,AF,34.855,69.6492,39.02,61,11,3.4,few clouds
209,Albany,US,42.6001,-73.9662,19.81,79,14,2.62,few clouds
210,Byron Bay,AU,-28.65,153.6167,79.05,59,71,18.41,light rain
211,Ushuaia,AR,-54.8,-68.3,60.46,72,40,11.5,scattered clouds
212,Bluff,NZ,-46.6,168.3333,59.81,68,0,14.41,clear sky
213,Vila Franca Do Campo,PT,37.7167,-25.4333,58.19,80,20,11.74,few clouds
214,Cidreira,BR,-30.1811,-50.2056,66.85,74,9,8.61,clear sky
215,Castro,BR,-24.7911,-50.0119,60.13,89,6,2.08,clear sky
216,Ancud,CL,-41.8697,-73.8203,53.13,90,4,2.21,clear sky
217,Rikitea,PF,-23.1203,-134.9692,78.98,72,10,17.98,clear sky
218,Khatanga,RU,71.9667,102.5,-18.33,98,100,9.69,overcast clouds
219,Malangali,TZ,-8.5667,34.85,62.28,91,98,2.15,overcast clouds
220,Barra Do Garcas,BR,-15.89,-52.2567,72.43,98,100,3.78,heavy intensity rain
221,Micheweni,TZ,-4.9667,39.8333,80.53,76,100,5.55,overcast clouds
222,Rikitea,PF,-23.1203,-134.9692,78.98,72,10,17.98,clear sky
223,Leningradskiy,RU,69.3833,178.4167,-28.39,100,62,3.58,broken clouds
224,Mongar,BT,27.2747,91.2396,50.14,54,12,5.88,few clouds
225,Port Alfred,ZA,-33.5906,26.891,76.55,70,56,1.61,broken clouds
226,Mezhdurechensk,RU,53.6942,88.0603,21.04,83,100,2.1,overcast clouds
227,Bethel,US,41.3712,-73.414,28.71,84,75,0.0,broken clouds
228,Kisangani,CD,0.5167,25.2,65.88,54,100,2.77,overcast clouds
229,Vaini,TO,-21.2,-175.2,75.36,100,100,11.5,light rain
230,Yellowknife,CA,62.456,-114.3525,-4.72,90,0,0.0,clear sky
231,Luba,GQ,3.4568,8.5547,79.05,81,12,1.66,few clouds
232,Chokurdakh,RU,70.6333,147.9167,-41.58,99,85,3.22,overcast clouds
233,Cape Town,ZA,-33.9258,18.4232,65.26,88,75,1.99,broken clouds
234,Puro,PH,12.4841,123.3827,83.86,66,78,11.88,broken clouds
235,Thompson,CA,55.7435,-97.8558,-5.64,77,75,4.61,broken clouds
236,Port Alfred,ZA,-33.5906,26.891,76.55,70,56,1.61,broken clouds
237,Hermanus,ZA,-34.4187,19.2345,66.79,92,59,2.24,broken clouds
238,Anisoc,GQ,1.8658,10.7689,72.16,85,99,2.3,overcast clouds
239,Vardo,NO,70.3705,31.1107,21.4,82,48,20.38,scattered clouds
240,Cape Town,ZA,-33.9258,18.4232,65.26,88,75,1.99,broken clouds
241,Saint-Joseph,RE,-21.3667,55.6167,80.98,76,90,11.14,overcast clouds
242,Santa Comba,ES,43.0331,-8.8093,43.3,97,32,3.6,scattered clouds
243,Busselton,AU,-33.65,115.3333,68.09,42,49,20.54,scattered clouds
244,Chokurdakh,RU,70.6333,147.9167,-41.58,99,85,3.22,overcast clouds
245,Albany,US,42.6001,-73.9662,19.81,79,14,2.62,few clouds
246,Bluff,NZ,-46.6,168.3333,59.81,68,0,14.41,clear sky
247,Busselton,AU,-33.65,115.3333,68.09,42,49,20.54,scattered clouds
248,Vagay,RU,57.9375,69.0217,6.39,87,100,7.31,overcast clouds
249,Mayo,US,38.8876,-76.5119,34.99,69,100,0.0,overcast clouds
250,Olafsvik,IS,64.8945,-23.7142,34.45,94,100,47.85,heavy snow
251,Mataura,NZ,-46.1927,168.8643,59.49,45,5,5.14,clear sky
252,Cape Town,ZA,-33.9258,18.4232,65.26,88,75,1.99,broken clouds
253,Hermanus,ZA,-34.4187,19.2345,66.79,92,59,2.24,broken clouds
254,Bengkulu,ID,-3.8004,102.2655,84.24,63,95,12.01,heavy intensity rain
255,Kapaa,US,22.0752,-159.319,78.78,78,40,1.99,scattered clouds
256,Ostrovnoy,RU,68.0531,39.5131,11.16,88,18,17.0,few clouds
257,Hilo,US,19.7297,-155.09,69.8,93,76,1.99,broken clouds
258,Abha,SA,18.2164,42.5053,50.25,87,20,6.91,few clouds
259,Hilo,US,19.7297,-155.09,69.8,93,76,1.99,broken clouds
260,Rikitea,PF,-23.1203,-134.9692,78.98,72,10,17.98,clear sky
261,Albany,US,42.6001,-73.9662,19.81,79,14,2.62,few clouds
262,Vaini,TO,-21.2,-175.2,75.36,100,100,11.5,light rain
263,Bluff,NZ,-46.6,168.3333,59.81,68,0,14.41,clear sky
264,Ushuaia,AR,-54.8,-68.3,60.46,72,40,11.5,scattered clouds
265,Saint-Augustin,CA,51.226,-58.6502,-26.09,92,23,4.27,few clouds
266,Hermanus,ZA,-34.4187,19.2345,66.79,92,59,2.24,broken clouds
267,Bethel,US,41.3712,-73.414,28.71,84,75,0.0,broken clouds
268,Mataura,NZ,-46.1927,168.8643,59.49,45,5,5.14,clear sky
269,Itarema,BR,-2.9248,-39.9167,76.95,84,2,7.2,clear sky
270,Am Timan,TD,11.0297,20.2827,65.12,17,0,7.94,clear sky
271,Vaini,TO,-21.2,-175.2,75.36,100,100,11.5,light rain
272,Omsukchan,RU,62.5333,155.8,-9.17,76,10,2.1,clear sky
273,Severnyy-Kospashskiy,RU,59.0925,57.8008,5.61,65,58,6.38,broken clouds
274,Ebolowa,CM,2.9,11.15,69.82,87,95,2.46,overcast clouds
275,San Quintin,MX,30.4833,-115.95,57.34,47,0,1.63,clear sky
276,Puerto Ayora,EC,-0.7393,-90.3518,73.54,94,21,7.36,few clouds
277,Rikitea,PF,-23.1203,-134.9692,78.98,72,10,17.98,clear sky
278,Yangmei,CN,24.1023,112.5618,50.79,97,100,3.33,overcast clouds
279,Busselton,AU,-33.65,115.3333,68.09,42,49,20.54,scattered clouds
280,Vaini,TO,-21.2,-175.2,75.36,100,100,11.5,light rain
281,Haines Junction,CA,60.7522,-137.5108,37.35,56,49,13.8,scattered clouds
282,Merauke,ID,-8.4667,140.3333,86.29,64,61,9.69,broken clouds
283,Inhambane,MZ,-23.865,35.3833,78.8,71,85,15.3,overcast clouds
284,Port Alfred,ZA,-33.5906,26.891,76.55,70,56,1.61,broken clouds
285,Mataura,NZ,-46.1927,168.8643,59.49,45,5,5.14,clear sky
286,Ucluelet,CA,48.9329,-125.5528,46.09,89,87,1.01,overcast clouds
287,Ushuaia,AR,-54.8,-68.3,60.46,72,40,11.5,scattered clouds
288,Albany,US,42.6001,-73.9662,19.81,79,14,2.62,few clouds
289,Puerto Ayora,EC,-0.7393,-90.3518,73.54,94,21,7.36,few clouds
290,Bethanien,NA,-26.502,17.1583,74.37,57,98,4.99,overcast clouds
291,Butaritari,KI,3.0707,172.7902,81.79,76,58,15.86,light rain
292,Dikson,RU,73.5069,80.5464,-12.95,96,100,16.55,overcast clouds
293,Kodiak,US,57.79,-152.4072,35.11,48,0,13.8,clear sky
294,Ushuaia,AR,-54.8,-68.3,60.46,72,40,11.5,scattered clouds
295,Cape Town,ZA,-33.9258,18.4232,65.26,88,75,1.99,broken clouds
296,Upernavik,GL,72.7868,-56.1549,-14.57,100,100,6.91,overcast clouds
297,Puerto Ayora,EC,-0.7393,-90.3518,73.54,94,21,7.36,few clouds
298,Punta Arenas,CL,-53.15,-70.9167,53.71,82,75,8.05,broken clouds
299,Taltal,CL,-25.4,-70.4833,64.92,84,4,0.96,clear sky
300,Cherskiy,RU,68.75,161.3,-30.44,100,38,1.77,scattered clouds
301,Penzance,GB,50.1186,-5.5371,49.21,86,100,5.32,overcast clouds
302,Busselton,AU,-33.65,115.3333,68.09,42,49,20.54,scattered clouds
303,Mora,CM,11.0461,14.1401,62.4,25,0,3.42,clear sky
304,Castro,BR,-24.7911,-50.0119,60.13,89,6,2.08,clear sky
305,Avarua,CK,-21.2078,-159.775,78.85,83,40,11.5,scattered clouds
306,Lagoa,PT,39.05,-27.9833,59.49,83,6,16.51,clear sky
307,Chippewa Falls,US,44.9369,-91.3929,15.98,57,100,10.36,overcast clouds
308,Pevek,RU,69.7008,170.3133,-24.29,99,22,1.68,few clouds
309,Sinjar,IQ,36.3209,41.8754,41.74,58,6,2.73,clear sky
310,Nanortalik,GL,60.1432,-45.2371,17.06,76,100,55.19,overcast clouds
311,Albany,US,42.6001,-73.9662,19.81,79,14,2.62,few clouds
312,Pedernales,DO,18.0384,-71.744,74.98,72,13,2.71,few clouds
313,Tongchuan,CN,35.0806,109.0897,28.96,74,99,3.15,light snow
314,Manokwari,ID,-0.8667,134.0833,82.76,69,79,7.34,light rain
315,Ponta Do Sol,PT,32.6667,-17.1,63.23,68,10,9.8,clear sky
316,Norman Wells,CA,65.282,-126.8329,-12.96,70,100,20.71,light snow
317,Provideniya,RU,64.3833,-173.3,-0.29,65,4,4.47,clear sky
318,Punta Arenas,CL,-53.15,-70.9167,53.71,82,75,8.05,broken clouds
319,Kodiak,US,57.79,-152.4072,35.11,48,0,13.8,clear sky
320,Carnarvon,AU,-24.8667,113.6333,80.67,36,5,23.02,clear sky
321,Punta Arenas,CL,-53.15,-70.9167,53.71,82,75,8.05,broken clouds
322,Mirabad,AF,30.4362,61.8383,54.88,30,0,3.44,clear sky
323,Rikitea,PF,-23.1203,-134.9692,78.98,72,10,17.98,clear sky
324,Palaikastron,GR,35.2,26.25,53.74,86,40,7.25,scattered clouds
325,Punta Arenas,CL,-53.15,-70.9167,53.71,82,75,8.05,broken clouds
326,Ribeira Grande,PT,38.5167,-28.7,60.85,83,10,17.63,clear sky
327,Qaanaaq,GL,77.484,-69.3632,-11.18,59,27,7.38,scattered clouds
328,Port Elizabeth,ZA,-33.918,25.5701,66.49,88,0,2.3,clear sky
329,Albany,US,42.6001,-73.9662,19.81,79,14,2.62,few clouds
330,Cape Town,ZA,-33.9258,18.4232,65.26,88,75,1.99,broken clouds
331,Punta Arenas,CL,-53.15,-70.9167,53.71,82,75,8.05,broken clouds
332,Mayo,US,38.8876,-76.5119,34.99,69,100,0.0,overcast clouds
333,Busselton,AU,-33.65,115.3333,68.09,42,49,20.54,scattered clouds
334,Vanimo,PG,-2.6741,141.3028,83.14,73,100,4.41,light rain
335,Whitehorse,CA,60.7161,-135.0538,32.77,74,75,20.71,broken clouds
336,Coroata,BR,-4.13,-44.1242,72.25,99,60,1.61,broken clouds
337,Mungaa,TZ,-4.9667,34.8833,59.88,98,100,2.82,heavy intensity rain
338,Rikitea,PF,-23.1203,-134.9692,78.98,72,10,17.98,clear sky
339,Ushuaia,AR,-54.8,-68.3,60.46,72,40,11.5,scattered clouds
340,Ushuaia,AR,-54.8,-68.3,60.46,72,40,11.5,scattered clouds
341,Eskisehir,TR,39.7767,30.5206,29.7,87,5,6.04,clear sky
342,Punta Arenas,CL,-53.15,-70.9167,53.71,82,75,8.05,broken clouds
343,Upernavik,GL,72.7868,-56.1549,-14.57,100,100,6.91,overcast clouds
344,Lagoa,PT,39.05,-27.9833,59.49,83,6,16.51,clear sky
345,Ndago,TZ,-4.6,34.35,61.63,95,100,4.52,moderate rain
346,Nikolskoye,RU,59.7035,30.7861,36.88,97,100,7.16,light snow
347,Carnarvon,AU,-24.8667,113.6333,80.67,36,5,23.02,clear sky
